[15-Mar-2013 11:14:15 America/Los_Angeles] PHP Notice:  Undefined index: timestamp in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\dataminingtool.php on line 21 
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:57:37 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00911: invalid character in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00911: invalid character in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00911: invalid character in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00911: invalid character in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00911: invalid character in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00911: invalid character in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 10:58:30 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 84
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 88
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 105
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 11:00:19 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 109
[12-Jul-2013 11:01:42 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:01:42 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 11:01:42 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 11:01:42 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:01:42 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
[12-Jul-2013 11:01:42 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 106
[12-Jul-2013 11:01:42 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 63
[12-Jul-2013 11:01:42 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 85
